NAME,ORGAN_NAME,ADDRESS,ADDRESS2,CITY,STATE,COUNTY,ZIPCODE,PHONE,XCOORD,YCOORD,IS_CHAIN
WALGREENS - 7843,WALGREEN CO,201 WYOMING AVENUE, ,KINGSTON,PA,LUZERNE,18704,570-283-8267,-75.896333999999996,41.261861300000000,1
SPOTANSKIS PHARMACY INCORPORATED,SPOTANSKIS PHARMACY INC,243 SOUTH PROSPECT STREET, ,NANTICOKE,PA,LUZERNE,18634,570-735-2300,-76.001660999999999,41.202304099999999,0
RITE AID - 11082,ECKERD CORPORATION,16749 STATE ROUTE 706,1 LAKE MONTROSS MALL SUITE 9,MONTROSE,PA,SUSQUEHANNA,18801,570-278-9602,-75.852277999999998,41.838236500000001,0
WEIS MARKETS,WEIS MARKETS INC,100 WEIS LANE, ,HAZLETON,PA,LUZERNE,18202,570-455-6670,-76.004078000000007,40.966145200000000,0
THE MEDICINE SHOPPE PHARMACY,JOSEPH C LAURICELLA,1101 WEST 15TH STREET, ,HAZLETON,PA,LUZERNE,18201,570-454-9608,-75.992921999999993,40.965798200000002,0
POCONO MEDICAL CENTER,POCONO MEDICAL CENTER,206 EAST BROWN STREET, ,EAST STROUDSBURG,PA,MONROE,18301,570-421-4000,-75.174492000000001,40.992725900000003,0
DANVILLE STATE HOSPITAL,PENNSYLVANIA DEPARTMENT OF PUBLIC WELFARE,200 STATE HOSPITAL DRIVE, ,DANVILLE,PA,MONTOUR,17821,570-271-4500,-76.596035999999998,40.948635199999998,0
THE MEDICINE SHOPPE PHARMACY,THE DICKSON APOTHECARY LLC,105 WHEATFIELD DRIVE,SUITE 2 - PRIME TIME PLAZA,MILFORD,PA,PIKE,18337,570-296-5138,-74.785742999999997,41.330455800000003,0
RITE AID - 3689,RITE AID OF PENNSYLVANIA INC,100 WEST HARFORD STREET, ,MILFORD,PA,PIKE,18337,570-296-6014,-74.804186000000001,41.322158399999999,0
GEISINGER KNAPPER CLINIC,GEISINGER KNAPPER CLINIC PHCY,100 NORTH ACADEMY AVENUE, ,DANVILLE,PA,MONTOUR,17822,570-271-7907,-76.600464000000002,40.968472100000000,0
CARESITE PHARMACY,CCP RETAIL LLC,10 TRIEBLE ROAD, ,TUNKHANNOCK,PA,WYOMING,18657,570-836-2273,-75.968575000000001,41.559607100000001,0
CVS - 1617,REA & DERICK INC,TOWNE PLAZA,SUITE 1,TUNKHANNOCK,PA,WYOMING,18657,570-836-6777,-75.960831999999996,41.543892800000002,0
PRICE CHOPPER - 222,PRICE CHOPPER OPERATING CO OF PA INC,245 WILKES BARRE TOWNSHIP BOULEVARD, ,WILKES BARRE,PA,LUZERNE,18702,570-825-3037,-75.859652999999994,41.240622299999998,0
CVS - 1607,REA AND DERICK INC P1826,2678 WEST 3RD STREET, ,MOUNT CARMEL,PA,NORTHUMBERLAND,17851,570-339-0486,-76.422194000000005,40.794334100000000,0
CVS - 1605,REA AND DERICK INC P1821,352 MAIN STREET, ,CATAWISSA,PA,COLUMBIA,17820,570-356-2274,-76.460408000000001,40.951894099999997,0
WEIS MARKETS,WEIS MARKETS INC,1205 CHESTNUT STREET, ,BERWICK,PA,COLUMBIA,18603,570-759-0896,-76.237544999999997,41.063673000000001,0
THE MEDICINE SHOPPE PHARMACY,"HUSAK HOLDINGS JTL, INC",145 EAST 9TH STREET, ,BERWICK,PA,COLUMBIA,18603,570-759-1239,-76.236497000000000,41.060820200000002,0
CVS - 1590,REA & DERICK INC,823 NEW BERWICK HIGHWAY, ,BLOOMSBURG,PA,COLUMBIA,17815,570-784-8061,-76.441497999999996,41.003795599999997,0
CVS - 1597,REA & DERICK INC,100 SOUTH ABINGTON ROAD, ,CLARKS SUMMIT,PA,LACKAWANNA,18411,570-587-1205,-75.695391999999998,41.497795000000004,0
GIANT,GIANT FOOD STORES LLC,1000 SCOTT TOWN CENTER, ,BLOOMSBURG,PA,COLUMBIA,17815,570-389-9909,-76.434591999999995,41.006825499999998,1
PRICE CHOPPER - 173,PRICE CHOPPER OPERATING CO OF PA INC,1026 WYOMING AVENUE,MIDWAY SHOPPING CENTER,WYOMING,PA,LUZERNE,18644,570-693-4572,-75.851840999999993,41.299821100000003,0
GIANT - 316,GIANT FOOD STORES LLC,1550 NORTH MAIN STREET, ,DICKSON CITY,PA,LACKAWANNA,18447,570-307-1322,-75.609393999999995,41.467692000000000,1
WEIS MARKETS,WEIS MARKETS INC,224 NORTH LOGAN BOULEVARD, ,BURNHAM,PA,MIFFLIN,17009,717-248-1525,-77.571438000000001,40.630831499999999,0
PIERCE RX DRUGS,PIERCE DRUGS INC,435 PIERCE STREET, ,KINGSTON,PA,LUZERNE,18704,570-288-4519,-75.885248000000004,41.259061299999999,0
WAL-MART SUPERCENTER - 1607,WAL-MART STORES EAST LP,10180 UNITED STATES HIGHWAY 522 SOUTH, ,LEWISTOWN,PA,MIFFLIN,17044,717-242-6206,-77.611402999999996,40.581333700000002,1
GRANE PHARMACY,"GRANE SUPPLY, INC.",429 MANOR DRIVE,ANNEX BUILDING - 6TH FLOOR SUITE 620,EBENSBURG,PA,CAMBRIA,15931,814-472-8100,-78.700391999999994,40.488669700000003,0
CLARKS SUMMIT STATE HOSPITAL PHARMACY,PA DEPTMENT OF PUBLIC WELFARE,1451 HILLSIDE DRIVE,NEWTON HALL,CLARKS SUMMIT,PA,LACKAWANNA,18411,570-319-3520,-75.737806000000006,41.480957799999999,0
CVS - 1613,REA AND DERICK INC P1862,518 SOUTHERN AVENUE, ,SOUTH WILLIAMSPORT,PA,LYCOMING,17702,570-323-6242,-77.001261999999997,41.231702200000001,0
FIGLIOMENI HEALTH MART PHARMACY,MMJM INC,24 NORTH CHURCH STREET, ,CARBONDALE,PA,LACKAWANNA,18407,570-282-3033,-75.500376000000003,41.572972200000002,0
JOHNSTOWN PHARMACY,JOHNSTOWN PHARMACY,339 WALNUT STREET,IDEAL MARKET,JOHNSTOWN,PA,CAMBRIA,15901,814-535-3203,-78.922602999999995,40.324528100000002,0
COSTA DRUGS,COSTA DRUGS INC,800 MAIN STREET, ,DICKSON CITY,PA,LACKAWANNA,18519,570-489-5161,-75.623993999999996,41.459710000000001,0
DAL-HERN PHARMACY,MILLERSBURG PHARMACY INC,4372 STATE ROUTE 147, ,HERNDON,PA,NORTHUMBERLAND,17830,570-758-2042,-76.831080999999998,40.687325299999998,0
CVS - 1585,REA & DERICK INC,125 EAST MAIN STREET, ,PLYMOUTH,PA,LUZERNE,18651,570-779-5334,-75.942723999999998,41.241795500000002,0
TOWNE DRUGS,TOWNE DRUGS INC,17 SOUTH CENTRE STREET, ,POTTSVILLE,PA,SCHUYLKILL,17901,570-622-2490,-76.194973000000005,40.684698699999998,0
CONEMAUGH HEALTH SYSTEM MEMORIAL MEDICAL CENTER - MAIN CAMPUS,CONEMAUGH VALLEY MEMORIAL HOSPITAL,1086 FRANKLIN STREET, ,JOHNSTOWN,PA,CAMBRIA,15905,814-534-9566,-78.918858000000000,40.305299800000000,0
PENNSYLVANIA DEPARTMENT OF PUBLIC WELFARE - EBENSBURG CENTER,PENNSYLVANIA DEPARTMENT OF PUBLIC WELFARE,4501 ADMIRAL PEARY HIGHWAY, ,EBENSBURG,PA,CAMBRIA,15931,814-472-0496,-78.752313000000001,40.469922199999999,0
THE MEDICINE SHOPPE PHARMACY,RAIN INC,101 MAIN STREET, ,LUZERNE,PA,LUZERNE,18709,570-283-1331,-75.895066000000000,41.283768700000003,0
WAL-MART - 2543,WAL-MART STORES EAST LP,1201 OAK STREET, ,PITTSTON,PA,LUZERNE,18640,570-883-9700,-75.769913000000003,41.305395699999998,1
TARGET,TARGET CORPORATION AND SUBSIDIARIES,1140 COMMERCE BOULEVARD, ,DICKSON CITY,PA,LACKAWANNA,18519,570-383-7129,-75.638884000000004,41.467657799999998,1
MEDICAP PHARMACY,H & M DRUGS INC,1253 NORTH 4TH STREET, ,SUNBURY,PA,NORTHUMBERLAND,17801,570-286-6644,-76.782956999999996,40.877194099999997,0
WEIS MARKETS,WEIS MARKETS INC,225 SOUTH MOUNTAIN BOULEVARD, ,MOUNTAIN TOP,PA,LUZERNE,18707,570-474-9203,-75.900542000000002,41.146917100000003,0
WEIS MARKETS,WEIS MARKETS INC,1100 NORTH 4TH STREET, ,SUNBURY,PA,NORTHUMBERLAND,17801,570-286-0276,-76.783632999999995,40.872583700000000,0
REZK PHARMACY,"REZK PHARMACY, LLC",204 SOUTH MAIN STREET,LOWER LEVEL,CARROLLTOWN,PA,CAMBRIA,15722,814-344-2200,-78.709389000000002,40.598744699999997,0
RITE AID - 2568,RITE AID OF PENNSYLVANIA INC,2810 MEMORIAL HIGHWAY, ,SHAVERTOWN,PA,LUZERNE,18708,570-675-2383,-75.943427000000000,41.323143100000003,0
KEYSTONE PROFESSIONAL PHARMACY,"VPHARM,INC",485 SOUTH RIVER STREET, ,WILKES BARRE,PA,LUZERNE,18702,570-970-2200,-75.898002000000005,41.240001900000003,0
RITE AID - 1021,RITE AID OF PENNSYLVANIA INC,401-403 SOUTH MAIN STREET, ,OLD FORGE,PA,LACKAWANNA,18518,570-457-0844,-75.737725999999995,41.369311699999997,0
CVS - 1323,CRESSONA MALL CVS INC,1544 ROUTE 61 HIGHWAY SOUTH,CRESSONA MALL SUITE 6145,POTTSVILLE,PA,SCHUYLKILL,17901,570-385-0522,-76.185430999999994,40.640318499999999,1
RITE AID - 11060,ECKERD CORPORATION,205 CENTER STREET, ,TAMAQUA,PA,SCHUYLKILL,18252,570-668-6989,-75.967507999999995,40.795069499999997,0
WAL-MART SUPERCENTER - 1623,WAL-MART STORES EAST LP,2150 WILKES BARRE TOWNSHIP MARKET PLACE, ,WILKESBARRE,PA,LUZERNE,18702,570-821-6190,-75.858665000000002,41.238414800000001,1
GIANT,GIANT FOOD STORES LLC,328 CHURCH STREET, ,DANVILLE,PA,MONTOUR,17821,570-271-2521,-76.612598000000006,40.960643900000001,1
WEIS MARKETS,WEIS MARKETS INC,ROUTE 209 AND EAST WEIR LAKE ROAD, ,BRODHEADSVILLE,PA,MONROE,18322,570-992-5114,-75.420109999999994,40.916316399999999,0
WEIS MARKETS,WEIS MARKETS INC,695 NORTH COURTLAND STREET, ,EAST STROUDSBURG,PA,MONROE,18301,570-424-8065,-75.183768999999998,41.017934599999997,0
GOOD HEALTH PHARMACY,CSB PHARMACY INC,1592 STATE ROUTE 739,SUITE 2,DINGMANS FERRY,PA,PIKE,18328,570-828-7494,-74.920423000000000,41.272931900000003,0
KMART,K MART CORP,300 LINCOLN AVENUE, ,EAST STROUDSBURG,PA,MONROE,18301,570-424-7981,-75.182210999999995,40.992748200000001,0
RITE AID - 11064,ECKERD CORPORATION,791 SCRANTON CARBONDALE HIGHWAY, ,EYNON,PA,LACKAWANNA,18403,570-876-3788,-75.578779999999995,41.507445400000002,0
SULLIVAN COUNTY MEDICAL CENTER PHARMACY,UNIVERSAL MEDICAL SUPPLIERS INC,217 KING STREET,SUITE 2,LAPORTE,PA,SULLIVAN,18626,570-946-4116,-76.494932000000006,41.423577899999998,0
RITE AID - 1800,RITE AID OF PENNSYLVANIA INC,20 VILLAGE CENTER, ,EAST STROUDSBURG,PA,MONROE,18301,570-223-8062,-75.126932999999994,41.041847699999998,0
RED CROSS PHARMACY,RED CROSS PHARMACY,420 MAIN STREET, ,FOREST CITY,PA,SUSQUEHANNA,18421,570-785-5400,-75.466227000000003,41.648445199999998,0
APPLEBY'S DRUG STORE,FRED B APPLEBY INC,2 UNITED STATES ROUTE 522 SOUTH, ,MOUNT UNION,PA,HUNTINGDON,17066,814-542-4412,-77.877105000000000,40.381605700000001,0
SHENANDOAH QUICK SHOPPE,REDNER'S PHARMACY #22,8 GOLD STAR PLAZA, ,SHENANDOAH,PA,SCHUYLKILL,17976,570-462-2050,-76.205462999999995,40.806566300000000,0
RITE AID - 726,RITE AID OF PENNSYLVANIA INC,1080 SOUTH WASHINGTON AVENUE, ,SCRANTON,PA,LACKAWANNA,18505,570-346-5924,-75.675360999999995,41.398972700000002,0
FAMILY PHARMACY OF JESSUP,FAMILY PHARMACY OF JESSUP INC,140 CONSTITUTION AVENUE, ,JESSUP,PA,LACKAWANNA,18434,570-383-7311,-75.573374000000001,41.476699500000002,0
GIANT,"GIANT FOOD STORES, LLC",7673 LAKE RAYSTOWN SHOPPING CENTER, ,HUNTINGDON,PA,HUNTINGDON,16652,814-643-1021,-78.009703000000002,40.478944200000001,1
MONROE-NOXEN HEALTH CENTER,RURAL HEALTH CORP PHARMACY,STATE ROUTE 29, ,NOXEN,PA,WYOMING,18636,570-298-2121,-76.024628000000007,41.426500799999999,0
CVS - 558,SCRANTON MAIN CVS INC,1008 SOUTH MAIN AVENUE, ,SCRANTON,PA,LACKAWANNA,18504,570-347-7339,-75.687372999999994,41.401637000000001,1
WAL-MART SUPERCENTER - 2528,WAL-MART STORES EAST LP,167 HOGAN BOULEVARD, ,MILL HALL,PA,CLINTON,17751,570-893-8184,-77.480565999999996,41.116744799999999,1
RITE AID - 224,RITE AID OF PENNSYLVANIA INC,STATE ROUTE 29,VILLAGE SHOPPING CENTER SUITE 13,TUNKHANNOCK,PA,WYOMING,18657,570-836-5515,-75.947084000000004,41.529240000000001,0
CONCEPT MEDICAL,"CONCEPT MEDICAL, INC.",639 CHESTNUT STREET, ,ASHLAND,PA,SCHUYLKILL,17921,570-875-3611,-76.341043999999997,40.783187800000000,0
SCOTS LO COST,WEIS MARKETS INC,6 MILLBROOK PLAZA, ,MILL HALL,PA,CLINTON,17751,570-748-1130,-77.479077000000004,41.117258399999997,0
KONICKI PHARMACY,WISHBONE ENTERPRISES LLC,278 MAIN STREET, ,DUPONT,PA,LUZERNE,18641,570-655-8610,-75.748514000000000,41.321726900000002,0
SCHUYLKILL MEDICAL CENTER EAST NORWEGIAN STREET,SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET PHARMACY,700 EAST NORWEGIAN STREET, ,POTTSVILLE,PA,SCHUYLKILL,17901,570-621-4000,-76.188151000000005,40.690927500000001,0
WAL-MART SUPERCENTER - 2129,WAL-MART STORES EAST LP,100 SUPERCENTER DRIVE, ,CLEARFIELD,PA,CLEARFIELD,16830,814-765-8587,-78.400818999999998,41.032007100000001,1
RITE AID - 10976,THRIFT DRUG INC,431 COMMONS DRIVE, ,DUBOIS,PA,CLEARFIELD,15801,814-371-4491,-78.733035000000001,41.123753100000002,0
KMART,K MART CORP,ROAD 3 AND STATE ROUTE 255 NORTH, ,DUBOIS,PA,CLEARFIELD,15801,814-375-6963,-78.726972000000004,41.124980100000002,0
RITE AID - 696,RITE AID OF PENNSYLVANIA INC,15 WEST CENTRE STREET, ,MAHANOY CITY,PA,SCHUYLKILL,17948,570-773-1455,-76.142571000000004,40.812823100000003,0
FAMILY PRESCRIPTION COUNTER,FAMILY PRESCRIPTION COUNTER,335 MAIN STREET, ,DURYEA,PA,LUZERNE,18642,570-457-6789,-75.762727999999996,41.351351800000003,0
RITE AID - 2693,RITE AID OF PENNSYLVANIA INC,44 KINGS VILLAGE,KINGS VILLAGE SHOPPING CENTER,MINERSVILLE,PA,SCHUYLKILL,17954,570-544-8290,-76.254091000000003,40.681313899999999,0
RITE AID - 740,RITE AID OF PENNSYLVANIA INC,8878 CLEARFIELD CURWENSVILLE HIGHWAY, ,CLEARFIELD,PA,CLEARFIELD,16830,814-765-2753,-78.474658000000005,40.988056899999997,0
THE MEDICAP PHARMACY,SUPERIOR CARE PHARMACY INC,514 BURKE BYPASS, ,OLYPHANT,PA,LACKAWANNA,18447,570-383-6700,-75.597429000000005,41.470531500000000,0
SHOPRITE,KINSLEYS MARKET OF TANNERSVILLE INC,760 STATE ROUTE 209 SOUTH, ,BRODHEADSVILLE,PA,MONROE,18322,570-992-1658,-75.419352000000003,40.918256000000000,0
SOLDIERS AND SAILORS MEMORIAL HOSPITAL,SOLDIERS AND SAILORS MEM HSP,32-36 CENTRAL AVENUE, ,WELLSBORO,PA,TIOGA,16901,570-723-7764,-77.300437000000002,41.745093199999999,0
STROUD COMPOUNDING AND WELLNESS,STROUD COMPOUNDING AND WELLNESS,7400 STATE ROUTE 611,SUITE 3,STROUDSBURG,PA,MONROE,18360,570-476-6936,-75.251374999999996,40.994441899999998,0
CLEARFIELD PHARMACY,"JOSEPH F. DELLANTONIO, INC.",307 EAST MARKET STREET, ,CLEARFIELD,PA,CLEARFIELD,16830,814-765-7841,-78.435984000000005,41.021896099999999,0
SAM'S CLUB - 8191,SAMS EAST INC,441 WILKES BARRE TOWNSHIP BOULEVARD, ,WILKES BARRE,PA,LUZERNE,18702,570-824-6712,-75.862632000000005,41.233606399999999,0
DIAMOND DRUG STORE,"GILBERT ZILNER, INC.",841 HOSPITAL ROAD,OUTPATIENT SERVICES BUILDING,INDIANA,PA,INDIANA,15701,724-463-3440,-79.157444999999996,40.607355900000002,0
ORBY PHARMACY,ORBY PHARMACY INC,626 WATER STREET,SUITE 3,ORBISONIA,PA,HUNTINGDON,17243,814-447-3934,-77.892193000000006,40.240211799999997,0
KMART,K MART CORP,910 WILKES BARRE TOWNSHIP BOULEVARD, ,WILKES BARRE,PA,LUZERNE,18702,570-823-3363,-75.880196999999995,41.225433500000001,0
DIAMOND DRUG STORE,"DIAMOND DRUGS, INC.",670 PHILADELPHIA STREET, ,INDIANA,PA,INDIANA,15701,724-465-4200,-79.152702000000005,40.622742899999999,0
OMNICARE OF SCRANTON,"NEIGHBORCARE PHARMACY SERVICES, INC.",2400 STAFFORD AVENUE,SUITE 800,SCRANTON,PA,LACKAWANNA,18505,570-961-9168,-75.676282999999998,41.377450699999997,0
SPROUT'S HEALTH MART PHARMACY,SPROUTS DRUG STORE,122 EAST ACADEMY STREET, ,SHINGLEHOUSE,PA,POTTER,16748,814-697-6331,-78.191053999999994,41.963894799999998,0
GIANT EAGLE,PENN TRAFFIC CO,40 SOUTH WHITE STREET, ,BROOKVILLE,PA,JEFFERSON,15825,814-849-7548,-79.083040999999994,41.159513500000003,1
BEDWICK'S PHARMACY,"BEDWICK'S PHARMACY, INC.",452 HAZLE STREET, ,WILKES BARRE,PA,LUZERNE,18702,570-823-3818,-75.891983999999994,41.228654100000000,0
MCCABE DRUG,MCCABE DRUG INC.,419 EAST MAIN STREET, ,REYNOLDSVILLE,PA,JEFFERSON,15851,814-653-8295,-78.888914000000000,41.096500499999998,0
IV SOLUTIONS INCORPORATED,"I.V. SOLUTIONS, INC.",162 NORTH MAIN STREET, ,OLD FORGE,PA,LACKAWANNA,18518,570-457-9201,-75.732950000000002,41.371949499999999,0
THE MEDICINE SHOPPE PHARMACY,"RBJ ENTERPRISES, INC.",132 WEST MAHONING STREET, ,PUNXSUTAWNEY,PA,JEFFERSON,15767,814-938-3077,-78.972364999999996,40.943626999999999,0
MCCABE DRUG,INTERDEPENDANT HOLDINGS INC,229 MAIN STREET, ,BROOKVILLE,PA,JEFFERSON,15825,814-849-7300,-79.080488000000003,41.160301699999998,0
CARESITE PHARMACY,CCP RETAIL LLC,21 COMMERCE COURT, ,MOUNT POCONO,PA,MONROE,18344,570-895-5055,-75.374216000000004,41.126629800000003,0
WAL-MART - 2185,WAL-MART STORES EAST LP,980 NORTH SUSQUEHANNA TRAIL, ,SELINSGROVE,PA,SNYDER,17870,570-374-0299,-76.845043000000004,40.822915500000001,1
TUZZE'S PHARMACY,TUZZE'S PHARMACY,509 POPLAR STREET, ,MAYFIELD,PA,LACKAWANNA,18433,570-876-0740,-75.540701999999996,41.537789699999998,0
RITE AID - 7853,RITE AID OF PENNSYLVANIA INC,901 SOUTH SAINT MARYS STREET, ,SAINT MARYS,PA,ELK,15857,814-834-4515,-78.559815999999998,41.408037700000001,0
PORT ALLEGANY PHARMACY,PORT ALLEGANY PHARMACY INC,56 NORTH MAIN STREET, ,PORT ALLEGANY,PA,MCKEAN,16743,814-642-2871,-78.280996000000002,41.812354700000000,0
CVS - 4241,WHITE CROSS STORES INC NO 14,1532 WEST FRONT STREET, ,BERWICK,PA,COLUMBIA,18603,570-752-2706,-76.259495000000001,41.047795600000001,0
SAINT MARYS PHARMACY,ST. MARYS PHARMACY,190 NORTH FRALEY STREET, ,KANE,PA,MCKEAN,16735,814-837-8500,-78.811227000000002,41.659807200000003,0
TOTAL LIFE CARE PHARMACY,HEALTH ENTERPRISES INC.,4 INDUSTRIAL PARK ROAD,MOUNTAIN VIEW MEDICAL CENTER SUITE A,MIFFLINTOWN,PA,JUNIATA,17059,717-436-8278,-77.368724999999998,40.583431800000000,0
BUCHANAN HEALTH MART PHARMACY,BUCHANAN BROTHERS PHARMACY INC,170 MAIN STREET, ,ELDRED,PA,MCKEAN,16731,814-225-4723,-78.385344000000003,41.957457599999998,0
WEIS MARKETS,WEIS MARKETS INC,725 COLUMBIA BOULEVARD, ,BLOOMSBURG,PA,COLUMBIA,17815,570-387-6264,-76.444298000000003,41.003265800000001,0
BUCHANAN HEALTH MART PHARMACY,BUCHANAN BROTHERS PHARMACY INC,313 MAIN STREET, ,SMETHPORT,PA,MCKEAN,16749,814-887-5375,-78.444714000000005,41.809308399999999,0
BLOOMFIELD PHARMACY,BLOOMFIELD PHARMACY INC,1 WEST MAIN STREET, ,NEW BLOOMFIELD,PA,PERRY,17068,717-582-2313,-77.187185999999997,40.419466999999997,0
CONTINUING CARE RX,CONTINUING CARE RX INC,28 SOUTH 2ND STREET, ,NEWPORT,PA,PERRY,17074,717-567-2147,-77.130399999999995,40.477009899999999,0
TARGET,TARGET CORPORATION AND SUBSIDIARIES,501 MARKETPLACE BOULEVARD, ,SELINSGROVE,PA,SNYDER,17870,570-743-4931,-76.838699000000005,40.842283600000002,1
WEIS MARKETS,WEIS MARKETS INC,111 ROOSEVELT AVENUE, ,SELINSGROVE,PA,SNYDER,17870,570-374-7433,-76.846265000000002,40.827367299999999,0
LEONARDS PHARMACY,JM MARCHESE DRUGS INC,107 WEST MARKET STREET, ,SCRANTON,PA,LACKAWANNA,18508,570-342-6345,-75.657426999999998,41.437958199999997,0
GAUGHN'S DRUG STORE,GAUGHN'S DRUG STORE INC.,348 PENNSYLVANIA AVENUE WEST, ,WARREN,PA,WARREN,16365,814-723-2840,-79.149169999999998,41.845131600000002,0
ROANS PRESCRIPTION DRUG STORE,ROANS PERSCRIPTION DRUG STORE,159 EAST MAIN STREET, ,PLYMOUTH,PA,LUZERNE,18651,570-779-9503,-75.941779999999994,41.242073200000000,0
CVS - 1916,HIGHLAND CENTER CVS INC,265 NORTHLAND CENTER, ,STATE COLLEGE,PA,CENTRE,16803,814-234-4760,-77.887484000000001,40.803136500000001,1
RITE AID - 1371,RITE AID OF PENNSYLVANIA INC,102 NORTH MAIN STREET, ,PITTSTON,PA,LUZERNE,18640,570-655-4030,-75.789737000000002,41.324714800000002,0
MARTIN'S,"GIANT FOOD STORES, LLC",1000 LOGAN BOULEVARD,SUITE 108,ALTOONA,PA,BLAIR,16602,814-949-3735,-78.402158000000000,40.474817899999998,0
RITE AID - 11081,ECKERD CORPORATION,556 UNION STREET, ,LUZERNE,PA,LUZERNE,18709,570-287-1700,-75.897927999999993,41.282003899999999,0
WAL-MART - 2024,WAL-MART STORES EAST LP,809 STATE ROUTE 29 SOUTH, ,TUNKHANNOCK,PA,WYOMING,18657,570-836-8071,-75.952089999999998,41.525189900000001,1
COOK'S PHARMACY,COOK'S PHARMACY OF KINGSTON INC,777 WYOMING AVENUE, ,KINGSTON,PA,LUZERNE,18704,570-288-3633,-75.883556999999996,41.273525900000003,0
REDNER'S WAREHOUSE MARKET,REDNER'S MARKET INC,191 MANHEIM ROAD, ,SCHUYLKILL HAVEN,PA,SCHUYLKILL,17972,570-385-8227,-76.160978000000000,40.642907999999998,0
CARESITE SPECIALTY RX,CARESITE SPEC RX LLC,175 SOUTH WILKES BARRE BOULEVARD, ,WILKES BARRE,PA,LUZERNE,18702,570-208-4721,-75.883512999999994,41.240193800000000,0
TRIANGLE PHARMACY,TRIANGLE PHARMACY,89 SOUTH MAIN STREET, ,MOUNTAIN TOP,PA,LUZERNE,18707,570-474-6520,-75.890472000000003,41.157508600000000,0
CAREMARK,ADVANCERX COM L.L.C.,1 GREAT VALLEY BOULEVARD, ,WILKES BARRE,PA,LUZERNE,18706,570-820-2741,-75.943342999999999,41.208683000000001,0
WEATHERLY AREA COMMUNITY PHARMACY,FRANK S SEFCHICK,202 CARBON STREET,WEATHERLY PLAZA,WEATHERLY,PA,CARBON,18255,570-427-4887,-75.827876000000003,40.938998599999998,0
REDDONS DRUGS,REDDON DRUG CO. INC.,177 ERIE BOULEVARD, ,SUSQUEHANNA,PA,SUSQUEHANNA,18847,570-853-3150,-75.604977000000005,41.946314299999997,0
WAL-MART SUPERCENTER - 2481,WAL-MART STORES EAST LP,9300 STATE ROUTE 61, ,COAL TOWNSHIP,PA,NORTHUMBERLAND,17866,570-648-7776,-76.505054999999999,40.787902099999997,1
TRI-VALLEY PHARMACY,"TRI-VALLEY PHARMACY, INC.",301 WEST MAIN STREET, ,VALLEY VIEW,PA,SCHUYLKILL,17983,570-682-3145,-76.523627000000005,40.646970500000002,0
RITE AID - 11039,THRIFT DRUG INC,602 CONTINENTAL BOULEVARD,WEIS SHOPPING CENTER,DANVILLE,PA,MONTOUR,17821,570-275-3524,-76.615323000000004,40.966804199999999,0
MEDFAST / LECHS PHARMACY,MJRRX INC.,1 KIM AVENUE,SUITE 1,TUNKHANNOCK,PA,WYOMING,18657,570-836-6333,-75.971496000000002,41.579604500000002,0
LORDS VALLEY VILLAGE PHARMACY,LORDS VALLEY VILLAGE PHCY INC,658 STATE ROUTE 739,SUITE 5,HAWLEY,PA,PIKE,18428,570-775-9555,-75.048410000000004,41.349747100000002,0
GEISINGER MEDICAL CENTER,GEISINGER MED CTR O/P PHCY,100 NORTH ACADEMY AVENUE, ,DANVILLE,PA,MONTOUR,17822,570-271-6451,-76.606409999999997,40.967724099999998,0
RITE AID - 11076,THRIFT DRUG INC,ROUTE 6,TIOGA PLAZA,TUNKHANNOCK,PA,WYOMING,18657,570-836-2812,-75.962581999999998,41.542750200000000,0
KMART,K MART CORP,UNITED STATES HIGHWAY 6,BRADFORD TOWN CENTER,TOWANDA,PA,BRADFORD,18848,570-265-8263,-76.419263999999998,41.766834899999999,0
WAL-MART SUPERCENTER - 3634,WALMART STORES EAST LP,35 PLAZA DRIVE, ,TAMAQUA,PA,SCHUYLKILL,18252,570-668-2481,-75.988106000000002,40.836816100000000,0
WEIS MARKET,WEIS MARKETS INC,500 POTTSVILLE PARK PLAZA, ,POTTSVILLE,PA,SCHUYLKILL,17901,570-622-8150,-76.185407999999995,40.698521999999997,0
GIANT,GIANT FOOD STORES LLC,1600-1606 NAY AUG AVENUE, ,SCRANTON,PA,LACKAWANNA,18509,570-343-7940,-75.657410999999996,41.434372099999997,1
WINOLA PHARMACY,WISHBONE ENTERPRISES LLC,ROUTE 307,LAKE WINOLA PLAZA,LAKE WINOLA,PA,WYOMING,18625,570-378-2885,-75.845349999999996,41.508671499999998,0
SCOTS LO COST PHARMACY,WEIS MARKETS INC,12 ANTHRA PLAZA CENTER, ,RANSHAW,PA,NORTHUMBERLAND,17866,570-644-3990,-76.519870999999995,40.789383000000001,0
MAUCH CHUNK PHARMACY,BROWN & GOBIN INCORPORATED,1204 NORTH STREET,MCT PLAZA,JIM THORPE,PA,CARBON,18229,570-325-5020,-75.725789000000006,40.881850000000000,0
RITE AID - 2422,RITE AID OF PENNSYLVANIA INC,480 WEST BERTSCH STREET, ,LANSFORD,PA,CARBON,18232,570-645-3179,-75.894273999999996,40.826781099999998,0
GRECO APOTHECARY HEALTH MART PHARMACY,GRECO ENTERPRISES,704 MAIN STREET, ,FREELAND,PA,LUZERNE,18224,570-636-1400,-75.896621999999994,41.017274100000002,0
